/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,446,328,952,1067,house
/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,51,1047,1547,1114,ground line
/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,547,784,652,881,window
/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,804,792,891,909,window
/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,729,543,828,628,window
/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,634,958,743,1057,door
/content/drive/My Drive/Theraphy/House3/images/House_21.jpg,523,326,940,733,triangle roof
/content/drive/My Drive/Theraphy/House3/images/House_53.jpg,113,320,164,374,window
/content/drive/My Drive/Theraphy/House3/images/House_53.jpg,238,314,293,406,door
/content/drive/My Drive/Theraphy/House3/images/House_53.jpg,247,205,284,254,window
/content/drive/My Drive/Theraphy/House3/images/House_53.jpg,124,4,189,232,smoking chimney
/content/drive/My Drive/Theraphy/House3/images/House_53.jpg,63,144,344,314,triangle roof
/content/drive/My Drive/Theraphy/House3/images/House_53.jpg,73,144,347,442,side door house
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,345,343,978,777,house
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,673,617,750,700,window
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,774,624,839,699,window
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,861,619,936,702,window
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,673,491,924,578,window
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,452,439,552,516,window
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,459,642,546,762,door
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,343,331,983,475,triangle roof
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,132,717,485,880,fense
/content/drive/My Drive/Theraphy/House3/images/House_85.jpg,792,702,1153,857,fense
/content/drive/My Drive/Theraphy/House3/images/House_117.jpg,334,557,1246,1462,house
/content/drive/My Drive/Theraphy/House3/images/House_117.jpg,645,908,973,1268,window
/content/drive/My Drive/Theraphy/House3/images/House_117.jpg,343,546,1245,926,triangle roof
/content/drive/My Drive/Theraphy/House3/images/House_117.jpg,917,48,1296,719,smoking chimney
/content/drive/My Drive/Theraphy/House3/images/House_149.jpg,111,326,991,775,house
/content/drive/My Drive/Theraphy/House3/images/House_149.jpg,319,515,419,606,window
/content/drive/My Drive/Theraphy/House3/images/House_149.jpg,682,522,769,598,window
/content/drive/My Drive/Theraphy/House3/images/House_149.jpg,496,613,617,775,door
/content/drive/My Drive/Theraphy/House3/images/House_149.jpg,860,633,948,701,window
/content/drive/My Drive/Theraphy/House3/images/House_149.jpg,130,326,839,501,triangle roof
/content/drive/My Drive/Theraphy/House3/images/House_181.jpg,314,675,433,775,door
/content/drive/My Drive/Theraphy/House3/images/House_181.jpg,324,522,386,594,window
/content/drive/My Drive/Theraphy/House3/images/House_181.jpg,478,599,563,671,window
/content/drive/My Drive/Theraphy/House3/images/House_181.jpg,675,522,745,599,door
/content/drive/My Drive/Theraphy/House3/images/House_181.jpg,280,294,745,629,patterned roof
/content/drive/My Drive/Theraphy/House3/images/House_181.jpg,264,295,773,781,house
/content/drive/My Drive/Theraphy/House3/images/House_213.jpg,159,324,1008,875,house
/content/drive/My Drive/Theraphy/House3/images/House_213.jpg,703,683,895,866,door
/content/drive/My Drive/Theraphy/House3/images/House_213.jpg,170,326,988,570,roof
/content/drive/My Drive/Theraphy/House3/images/House_245.jpg,116,186,991,886,house
/content/drive/My Drive/Theraphy/House3/images/House_245.jpg,261,773,349,880,door
/content/drive/My Drive/Theraphy/House3/images/House_245.jpg,596,634,664,690,window
/content/drive/My Drive/Theraphy/House3/images/House_245.jpg,782,564,852,633,window
/content/drive/My Drive/Theraphy/House3/images/House_245.jpg,121,356,545,683,triangle roof
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,428,240,483,293,window
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,499,348,563,410,window
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,358,344,408,391,window
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,411,334,494,459,door
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,693,383,748,427,window
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,254,384,345,511,fense
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,464,438,864,576,fense
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,308,153,953,465,side door house
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,307,158,953,378,roof
/content/drive/My Drive/Theraphy/House3/images/House_277.jpg,942,205,1093,457,tree
/content/drive/My Drive/Theraphy/House3/images/House_24.jpg,107,219,1004,897,house
/content/drive/My Drive/Theraphy/House3/images/House_24.jpg,329,554,541,880,door
/content/drive/My Drive/Theraphy/House3/images/House_24.jpg,128,219,990,538,roof
/content/drive/My Drive/Theraphy/House3/images/House_24.jpg,710,585,906,654,window
/content/drive/My Drive/Theraphy/House3/images/House_24.jpg,333,354,450,477,window
/content/drive/My Drive/Theraphy/House3/images/House_56.jpg,254,28,984,675,house
/content/drive/My Drive/Theraphy/House3/images/House_56.jpg,327,362,496,524,window
/content/drive/My Drive/Theraphy/House3/images/House_56.jpg,757,368,934,534,window
